REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2425,All Attendances by Age and Gender,1-4 All Genders,321,Paediatric Cardiology,26465
2425,All Attendances by Age and Gender,1-4 All Genders,326,Acute Internal Medicine,18
2425,All Attendances by Age and Gender,1-4 All Genders,330,Dermatology,48137
2425,All Attendances by Age and Gender,1-4 All Genders,340,Respiratory Medicine,5133
2425,All Attendances by Age and Gender,1-4 All Genders,350,Infectious Diseases,797
2425,All Attendances by Age and Gender,1-4 All Genders,360,Genitourinary Medicine,259
2425,All Attendances by Age and Gender,1-4 All Genders,361,Renal Medicine,3209
2425,All Attendances by Age and Gender,1-4 All Genders,370,Medical Oncology,2481
2425,All Attendances by Age and Gender,1-4 All Genders,371,Nuclear Medicine,98
2425,All Attendances by Age and Gender,1-4 All Genders,400,Neurology,4356
2425,All Attendances by Age and Gender,1-4 All Genders,401,Clinical Neurophysiology,4811
2425,All Attendances by Age and Gender,1-4 All Genders,410,Rheumatology,1505
2425,All Attendances by Age and Gender,1-4 All Genders,420,Paediatrics,679585
2425,All Attendances by Age and Gender,1-4 All Genders,421,Paediatric Neurology,8997
2425,All Attendances by Age and Gender,1-4 All Genders,430,Geriatric Medicine,33
2425,All Attendances by Age and Gender,1-4 All Genders,450,Dental Medicine,742
2425,All Attendances by Age and Gender,1-4 All Genders,451,Special Care Dentistry,176
2425,All Attendances by Age and Gender,1-4 All Genders,460,Medical Ophthalmology,372
2425,All Attendances by Age and Gender,1-4 All Genders,501,Obstetrics,938
2425,All Attendances by Age and Gender,1-4 All Genders,502,Gynaecology,653
2425,All Attendances by Age and Gender,1-4 All Genders,560,Midwifery,88
2425,All Attendances by Age and Gender,1-4 All Genders,600,General Medical Practice,1184
2425,All Attendances by Age and Gender,1-4 All Genders,601,General Dental Practice,1
2425,All Attendances by Age and Gender,1-4 All Genders,700,Learning Disability,165
2425,All Attendances by Age and Gender,1-4 All Genders,710,Adult Mental Illness,770
2425,All Attendances by Age and Gender,1-4 All Genders,711,Child and Adolescent Psychiatry,3877
2425,All Attendances by Age and Gender,1-4 All Genders,712,Forensic Psychiatry,4
2425,All Attendances by Age and Gender,1-4 All Genders,713,Medical Psychotherapy,407
2425,All Attendances by Age and Gender,1-4 All Genders,800,Clinical Oncology,1153
2425,All Attendances by Age and Gender,1-4 All Genders,810,Radiology,39324
2425,All Attendances by Age and Gender,1-4 All Genders,820,General Pathology,1
2425,All Attendances by Age and Gender,1-4 All Genders,822,Chemical Pathology,77
2425,All Attendances by Age and Gender,1-4 All Genders,823,Haematology,2070
2425,All Attendances by Age and Gender,1-4 All Genders,824,Histopathology,1
2425,All Attendances by Age and Gender,1-4 All Genders,834,Medical Virology,4
2425,All Attendances by Age and Gender,1-4 All Genders,900,Community Medicine,5680
2425,All Attendances by Age and Gender,1-4 All Genders,901,Occupational Medicine,456
2425,All Attendances by Age and Gender,1-4 All Genders,902,Community Health Services Dental,156
2425,All Attendances by Age and Gender,1-4 All Genders,903,Public Health Medicine,46
2425,All Attendances by Age and Gender,1-4 All Genders,950,Nursing,123636
2425,All Attendances by Age and Gender,1-4 All Genders,960,Allied Health Professional,334022
2425,All Attendances by Age and Gender,1-4 Female,100,General Surgery,3222
2425,All Attendances by Age and Gender,1-4 Female,101,Urology,1608
2425,All Attendances by Age and Gender,1-4 Female,107,Vascular Surgery,29
2425,All Attendances by Age and Gender,1-4 Female,110,Trauma and Orthopaedics,53686
2425,All Attendances by Age and Gender,1-4 Female,120,Ear Nose and Throat,52900
2425,All Attendances by Age and Gender,1-4 Female,130,Ophthalmology,100214
2425,All Attendances by Age and Gender,1-4 Female,140,Oral Surgery,1756
2425,All Attendances by Age and Gender,1-4 Female,141,Restorative Dentistry,7
2425,All Attendances by Age and Gender,1-4 Female,142,Paediatric Dentistry,5221
2425,All Attendances by Age and Gender,1-4 Female,143,Orthodontics,253
2425,All Attendances by Age and Gender,1-4 Female,145,Oral and Maxillofacial Surgery,1595
2425,All Attendances by Age and Gender,1-4 Female,150,Neurosurgery,2723
2425,All Attendances by Age and Gender,1-4 Female,160,Plastic Surgery,17938
2425,All Attendances by Age and Gender,1-4 Female,170,Cardiothoracic Surgery,409
2425,All Attendances by Age and Gender,1-4 Female,171,Paediatric Surgery,10410
2425,All Attendances by Age and Gender,1-4 Female,180,Emergency Medicine,6672
2425,All Attendances by Age and Gender,1-4 Female,190,Anaesthetics,3900
2425,All Attendances by Age and Gender,1-4 Female,192,Intensive Care Medicine,1321
2425,All Attendances by Age and Gender,1-4 Female,300,General Internal Medicine,30437
2425,All Attendances by Age and Gender,1-4 Female,301,Gastroenterology,2043
2425,All Attendances by Age and Gender,1-4 Female,302,Endocrinology and Diabetes,2749
2425,All Attendances by Age and Gender,1-4 Female,303,Clinical Haematology,3547
2425,All Attendances by Age and Gender,1-4 Female,304,Clinical Physiology,419
2425,All Attendances by Age and Gender,1-4 Female,310,Audio Vestibular Medicine,17868
2425,All Attendances by Age and Gender,1-4 Female,311,Clinical Genetics,3689
2425,All Attendances by Age and Gender,1-4 Female,313,Clinical Immunology,1344
2425,All Attendances by Age and Gender,1-4 Female,314,Rehabilitation Medicine,259
2425,All Attendances by Age and Gender,1-4 Female,315,Palliative Medicine,1588
2425,All Attendances by Age and Gender,1-4 Female,317,Allergy,1052
2425,All Attendances by Age and Gender,1-4 Female,320,Cardiology,3761
2425,All Attendances by Age and Gender,1-4 Female,321,Paediatric Cardiology,12112
2425,All Attendances by Age and Gender,1-4 Female,326,Acute Internal Medicine,6
2425,All Attendances by Age and Gender,1-4 Female,330,Dermatology,22464
2425,All Attendances by Age and Gender,1-4 Female,340,Respiratory Medicine,2411
2425,All Attendances by Age and Gender,1-4 Female,350,Infectious Diseases,364
2425,All Attendances by Age and Gender,1-4 Female,360,Genitourinary Medicine,101
2425,All Attendances by Age and Gender,1-4 Female,361,Renal Medicine,1175
2425,All Attendances by Age and Gender,1-4 Female,370,Medical Oncology,1196
2425,All Attendances by Age and Gender,1-4 Female,371,Nuclear Medicine,37
2425,All Attendances by Age and Gender,1-4 Female,400,Neurology,1954
2425,All Attendances by Age and Gender,1-4 Female,401,Clinical Neurophysiology,2197
2425,All Attendances by Age and Gender,1-4 Female,410,Rheumatology,1020
2425,All Attendances by Age and Gender,1-4 Female,420,Paediatrics,289739
2425,All Attendances by Age and Gender,1-4 Female,421,Paediatric Neurology,3774
2425,All Attendances by Age and Gender,1-4 Female,430,Geriatric Medicine,13
2425,All Attendances by Age and Gender,1-4 Female,450,Dental Medicine,339
2425,All Attendances by Age and Gender,1-4 Female,451,Special Care Dentistry,92
2425,All Attendances by Age and Gender,1-4 Female,460,Medical Ophthalmology,175
2425,All Attendances by Age and Gender,1-4 Female,501,Obstetrics,455
2425,All Attendances by Age and Gender,1-4 Female,502,Gynaecology,444
2425,All Attendances by Age and Gender,1-4 Female,560,Midwifery,44
2425,All Attendances by Age and Gender,1-4 Female,600,General Medical Practice,473
2425,All Attendances by Age and Gender,1-4 Female,601,General Dental Practice,1
2425,All Attendances by Age and Gender,1-4 Female,700,Learning Disability,57
2425,All Attendances by Age and Gender,1-4 Female,710,Adult Mental Illness,290
2425,All Attendances by Age and Gender,1-4 Female,711,Child and Adolescent Psychiatry,1385
2425,All Attendances by Age and Gender,1-4 Female,712,Forensic Psychiatry,4
2425,All Attendances by Age and Gender,1-4 Female,713,Medical Psychotherapy,195
2425,All Attendances by Age and Gender,1-4 Female,800,Clinical Oncology,431
2425,All Attendances by Age and Gender,1-4 Female,810,Radiology,17168
2425,All Attendances by Age and Gender,1-4 Female,820,General Pathology,1
2425,All Attendances by Age and Gender,1-4 Female,822,Chemical Pathology,36
2425,All Attendances by Age and Gender,1-4 Female,823,Haematology,782
2425,All Attendances by Age and Gender,1-4 Female,834,Medical Virology,1
2425,All Attendances by Age and Gender,1-4 Female,900,Community Medicine,2337
2425,All Attendances by Age and Gender,1-4 Female,901,Occupational Medicine,223
2425,All Attendances by Age and Gender,1-4 Female,902,Community Health Services Dental,66
2425,All Attendances by Age and Gender,1-4 Female,903,Public Health Medicine,22
2425,All Attendances by Age and Gender,1-4 Female,950,Nursing,52764
2425,All Attendances by Age and Gender,1-4 Female,960,Allied Health Professional,143394
2425,All Attendances by Age and Gender,1-4 Male,100,General Surgery,6235
2425,All Attendances by Age and Gender,1-4 Male,101,Urology,9757
2425,All Attendances by Age and Gender,1-4 Male,107,,40
2425,All Attendances by Age and Gender,1-4 Male,110,Trauma & Orthopaedics,60035
2425,All Attendances by Age and Gender,1-4 Male,120,"Ear, Nose & Throat (ENT)",80998
2425,All Attendances by Age and Gender,1-4 Male,130,Ophthalmology,108323
2425,All Attendances by Age and Gender,1-4 Male,140,Oral Surgery,2204
2425,All Attendances by Age and Gender,1-4 Male,141,Restorative Dentistry,16
2425,All Attendances by Age and Gender,1-4 Male,142,Paediatric Dentistry,6434
2425,All Attendances by Age and Gender,1-4 Male,143,Orthodontics,269
2425,All Attendances by Age and Gender,1-4 Male,145,Oral & Maxillo Facial Surgery,2106
2425,All Attendances by Age and Gender,1-4 Male,148,Prosthodontics,2
2425,All Attendances by Age and Gender,1-4 Male,150,Neurosurgery,4181
2425,All Attendances by Age and Gender,1-4 Male,160,Plastic Surgery,23474
2425,All Attendances by Age and Gender,1-4 Male,170,Cardiothoracic Surgery,473
2425,All Attendances by Age and Gender,1-4 Male,171,Paediatric Surgery,27309
2425,All Attendances by Age and Gender,1-4 Male,180,Accident & Emergency (A&E),8254
2425,All Attendances by Age and Gender,1-4 Male,190,Anaesthetics,6504
2425,All Attendances by Age and Gender,1-4 Male,192,Critical Care Medicine,2195
2425,All Attendances by Age and Gender,1-4 Male,300,General Medicine,40889
2425,All Attendances by Age and Gender,1-4 Male,301,Gastroenterology,2548
2425,All Attendances by Age and Gender,1-4 Male,302,Endocrinology,2931
2425,All Attendances by Age and Gender,1-4 Male,303,Clinical Haematology,5007
2425,All Attendances by Age and Gender,1-4 Male,304,Clinical Physiology,475
2425,All Attendances by Age and Gender,1-4 Male,305,Clinical Pharmacology,8
2425,All Attendances by Age and Gender,1-4 Male,310,Audiological Medicine,29198
2425,All Attendances by Age and Gender,1-4 Male,311,Clinical Genetics,4763
2425,All Attendances by Age and Gender,1-4 Male,313,Clinical Immunology & Allergy,1985
2425,All Attendances by Age and Gender,1-4 Male,314,Rehabilitation,454
2425,All Attendances by Age and Gender,1-4 Male,315,Palliative Medicine,1671
2425,All Attendances by Age and Gender,1-4 Male,317,,1449
2425,All Attendances by Age and Gender,1-4 Male,320,Cardiology,4226
2425,All Attendances by Age and Gender,1-4 Male,321,Paediatric Cardiology,14313
2425,All Attendances by Age and Gender,1-4 Male,326,Acute Internal Medicine,12
2425,All Attendances by Age and Gender,1-4 Male,330,Dermatology,25654
2425,All Attendances by Age and Gender,1-4 Male,340,Respiratory Medicine (Thoracic Medicine),2691
2425,All Attendances by Age and Gender,1-4 Male,350,Infectious Diseases,433
2425,All Attendances by Age and Gender,1-4 Male,360,Genitourinary Medicine,158
2425,All Attendances by Age and Gender,1-4 Male,361,Nephrology,2025
2425,All Attendances by Age and Gender,1-4 Male,370,Medical Oncology,1285
2425,All Attendances by Age and Gender,1-4 Male,371,Nuclear Medicine,61
2425,All Attendances by Age and Gender,1-4 Male,400,Neurology,2400
2425,All Attendances by Age and Gender,1-4 Male,401,Clinical Neuro-physiology,2610
2425,All Attendances by Age and Gender,1-4 Male,410,Rheumatology,485
2425,All Attendances by Age and Gender,1-4 Male,420,Paediatrics,389201
2425,All Attendances by Age and Gender,1-4 Male,421,Paediatric Neurology,5215
2425,All Attendances by Age and Gender,1-4 Male,430,Geriatric Medicine,20
2425,All Attendances by Age and Gender,1-4 Male,450,Dental Medicine Specialties,403
2425,All Attendances by Age and Gender,1-4 Male,451,Special Care Dentistry,84
2425,All Attendances by Age and Gender,1-4 Male,460,Medical Ophthalmology,197
2425,All Attendances by Age and Gender,1-4 Male,501,Obstetrics,483
2425,All Attendances by Age and Gender,1-4 Male,502,Gynaecology,209
2425,All Attendances by Age and Gender,1-4 Male,560,Midwife episode,43
2425,All Attendances by Age and Gender,1-4 Male,600,General Medical Practice,706
2425,All Attendances by Age and Gender,1-4 Male,700,Learning Disability (previously MH),108
2425,All Attendances by Age and Gender,1-4 Male,710,Adult Mental Illness,480
2425,All Attendances by Age and Gender,1-4 Male,711,Child & Adolescent Psychiatry,2492
2425,All Attendances by Age and Gender,1-4 Male,713,Psychotherapy,212
2425,All Attendances by Age and Gender,1-4 Male,800,Clinical Oncology (previously Radiotherapy),722
2425,All Attendances by Age and Gender,1-4 Male,810,Radiology,21705
2425,All Attendances by Age and Gender,1-4 Male,822,Chemical Pathology,41
2425,All Attendances by Age and Gender,1-4 Male,823,Haematology,1277
2425,All Attendances by Age and Gender,1-4 Male,824,Histopathology,1
2425,All Attendances by Age and Gender,1-4 Male,834,Medical Virology,3
2425,All Attendances by Age and Gender,1-4 Male,900,Community Medicine,3342
2425,All Attendances by Age and Gender,1-4 Male,901,Occupational Medicine,233
2425,All Attendances by Age and Gender,1-4 Male,902,Community Health Services Dental,90
2425,All Attendances by Age and Gender,1-4 Male,903,Public Health Medicine,24
2425,All Attendances by Age and Gender,1-4 Male,950,Nursing episode,70827
2425,All Attendances by Age and Gender,1-4 Male,960,Allied Health Professional Episode,190489
2425,All Attendances by Age and Gender,15 All Genders,100,General Surgery,5350
2425,All Attendances by Age and Gender,15 All Genders,101,Urology,3079
2425,All Attendances by Age and Gender,15 All Genders,107,Vascular Surgery,40
2425,All Attendances by Age and Gender,15 All Genders,110,Trauma and Orthopaedics,83365
2425,All Attendances by Age and Gender,15 All Genders,120,Ear Nose and Throat,22111
2425,All Attendances by Age and Gender,15 All Genders,130,Ophthalmology,25121
2425,All Attendances by Age and Gender,15 All Genders,140,Oral Surgery,9174
2425,All Attendances by Age and Gender,15 All Genders,141,Restorative Dentistry,1334
2425,All Attendances by Age and Gender,15 All Genders,142,Paediatric Dentistry,5592
2425,All Attendances by Age and Gender,15 All Genders,143,Orthodontics,63372
2425,All Attendances by Age and Gender,15 All Genders,145,Oral and Maxillofacial Surgery,6759
2425,All Attendances by Age and Gender,15 All Genders,146,Endodontics,25
2425,All Attendances by Age and Gender,15 All Genders,147,Periodontics,14
2425,All Attendances by Age and Gender,15 All Genders,148,Prosthodontics,16
2425,All Attendances by Age and Gender,15 All Genders,150,Neurosurgery,1870
2425,All Attendances by Age and Gender,15 All Genders,160,Plastic Surgery,10388
2425,All Attendances by Age and Gender,15 All Genders,170,Cardiothoracic Surgery,401
2425,All Attendances by Age and Gender,15 All Genders,171,Paediatric Surgery,7134
2425,All Attendances by Age and Gender,15 All Genders,180,Emergency Medicine,2600
2425,All Attendances by Age and Gender,15 All Genders,190,Anaesthetics,2661
2425,All Attendances by Age and Gender,15 All Genders,192,Intensive Care Medicine,681
2425,All Attendances by Age and Gender,15 All Genders,300,General Internal Medicine,8655
2425,All Attendances by Age and Gender,15 All Genders,301,Gastroenterology,3702
2425,All Attendances by Age and Gender,15 All Genders,302,Endocrinology and Diabetes,3737
2425,All Attendances by Age and Gender,15 All Genders,303,Clinical Haematology,3194
2425,All Attendances by Age and Gender,15 All Genders,304,Clinical Physiology,638
2425,All Attendances by Age and Gender,15 All Genders,305,Clinical Pharmacology,4
2425,All Attendances by Age and Gender,15 All Genders,310,Audio Vestibular Medicine,3408
2425,All Attendances by Age and Gender,15 All Genders,311,Clinical Genetics,1389
2425,All Attendances by Age and Gender,15 All Genders,313,Clinical Immunology,856
2425,All Attendances by Age and Gender,15 All Genders,314,Rehabilitation Medicine,2105
2425,All Attendances by Age and Gender,15 All Genders,315,Palliative Medicine,747
2425,All Attendances by Age and Gender,15 All Genders,317,Allergy,402
2425,All Attendances by Age and Gender,15 All Genders,320,Cardiology,4960
2425,All Attendances by Age and Gender,15 All Genders,321,Paediatric Cardiology,9361
2425,All Attendances by Age and Gender,15 All Genders,325,Sport and Exercise Medicine,187
2425,All Attendances by Age and Gender,15 All Genders,326,Acute Internal Medicine,75
2425,All Attendances by Age and Gender,15 All Genders,330,Dermatology,28019
2425,All Attendances by Age and Gender,15 All Genders,340,Respiratory Medicine,2066
2425,All Attendances by Age and Gender,15 All Genders,350,Infectious Diseases,122
2425,All Attendances by Age and Gender,15 All Genders,360,Genitourinary Medicine,186
2425,All Attendances by Age and Gender,15 All Genders,361,Renal Medicine,1561
2425,All Attendances by Age and Gender,15 All Genders,370,Medical Oncology,1095
2425,All Attendances by Age and Gender,15 All Genders,371,Nuclear Medicine,24
2425,All Attendances by Age and Gender,15 All Genders,400,Neurology,1624
2425,All Attendances by Age and Gender,15 All Genders,401,Clinical Neurophysiology,1319
2425,All Attendances by Age and Gender,15 All Genders,410,Rheumatology,2910
2425,All Attendances by Age and Gender,15 All Genders,420,Paediatrics,151597
2425,All Attendances by Age and Gender,15 All Genders,421,Paediatric Neurology,3378
2425,All Attendances by Age and Gender,15 All Genders,430,Geriatric Medicine,20
2425,All Attendances by Age and Gender,15 All Genders,450,Dental Medicine,4084
2425,All Attendances by Age and Gender,15 All Genders,451,Special Care Dentistry,269
2425,All Attendances by Age and Gender,15 All Genders,460,Medical Ophthalmology,91
2425,All Attendances by Age and Gender,15 All Genders,501,Obstetrics,2376
2425,All Attendances by Age and Gender,15 All Genders,502,Gynaecology,4575
2425,All Attendances by Age and Gender,15 All Genders,560,Midwifery,1478
2425,All Attendances by Age and Gender,15 All Genders,600,General Medical Practice,418
2425,All Attendances by Age and Gender,15 All Genders,601,General Dental Practice,607
2425,All Attendances by Age and Gender,15 All Genders,700,Learning Disability,775
2425,All Attendances by Age and Gender,15 All Genders,710,Adult Mental Illness,11158
2425,All Attendances by Age and Gender,15 All Genders,711,Child and Adolescent Psychiatry,62503
2425,All Attendances by Age and Gender,15 All Genders,712,Forensic Psychiatry,124
2425,All Attendances by Age and Gender,15 All Genders,713,Medical Psychotherapy,849
2425,All Attendances by Age and Gender,15 All Genders,715,Old Age Psychiatry,45
2425,All Attendances by Age and Gender,15 All Genders,800,Clinical Oncology,431
2425,All Attendances by Age and Gender,15 All Genders,810,Radiology,28197
2425,All Attendances by Age and Gender,15 All Genders,820,General Pathology,1
2425,All Attendances by Age and Gender,15 All Genders,822,Chemical Pathology,38
2425,All Attendances by Age and Gender,15 All Genders,823,Haematology,737
2425,All Attendances by Age and Gender,15 All Genders,831,Medical Microbiology and Virology,2
2425,All Attendances by Age and Gender,15 All Genders,834,Medical Virology,8
2425,All Attendances by Age and Gender,15 All Genders,900,Community Medicine,2778
2425,All Attendances by Age and Gender,15 All Genders,901,Occupational Medicine,599
2425,All Attendances by Age and Gender,15 All Genders,902,Community Health Services Dental,28
2425,All Attendances by Age and Gender,15 All Genders,903,Public Health Medicine,34
2425,All Attendances by Age and Gender,15 All Genders,950,Nursing,32310
2425,All Attendances by Age and Gender,15 All Genders,960,Allied Health Professional,114170
2425,All Attendances by Age and Gender,15 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),1
2425,All Attendances by Age and Gender,15 Female,100,General Surgery,2970
2425,All Attendances by Age and Gender,15 Female,101,Urology,692
2425,All Attendances by Age and Gender,15 Female,107,Vascular Surgery,20
2425,All Attendances by Age and Gender,15 Female,110,Trauma and Orthopaedics,29350
2425,All Attendances by Age and Gender,15 Female,120,Ear Nose and Throat,10280
2425,All Attendances by Age and Gender,15 Female,130,Ophthalmology,12784
2425,All Attendances by Age and Gender,15 Female,140,Oral Surgery,5155
2425,All Attendances by Age and Gender,15 Female,141,Restorative Dentistry,722
2425,All Attendances by Age and Gender,15 Female,142,Paediatric Dentistry,2605
2425,All Attendances by Age and Gender,15 Female,143,Orthodontics,35469
2425,All Attendances by Age and Gender,15 Female,145,Oral and Maxillofacial Surgery,3666
2425,All Attendances by Age and Gender,15 Female,146,Endodontics,13
2425,All Attendances by Age and Gender,15 Female,147,Periodontics,11
2425,All Attendances by Age and Gender,15 Female,148,Prosthodontics,10
2425,All Attendances by Age and Gender,15 Female,150,Neurosurgery,967
2425,All Attendances by Age and Gender,15 Female,160,Plastic Surgery,4122
2425,All Attendances by Age and Gender,15 Female,170,Cardiothoracic Surgery,102
2425,All Attendances by Age and Gender,15 Female,171,Paediatric Surgery,2808
2425,All Attendances by Age and Gender,15 Female,180,Emergency Medicine,1128
2425,All Attendances by Age and Gender,15 Female,190,Anaesthetics,1404
2425,All Attendances by Age and Gender,15 Female,192,Intensive Care Medicine,334
2425,All Attendances by Age and Gender,15 Female,300,General Internal Medicine,4351
2425,All Attendances by Age and Gender,15 Female,301,Gastroenterology,1798
2425,All Attendances by Age and Gender,15 Female,302,Endocrinology and Diabetes,1778
2425,All Attendances by Age and Gender,15 Female,303,Clinical Haematology,1573
2425,All Attendances by Age and Gender,15 Female,304,Clinical Physiology,353
2425,All Attendances by Age and Gender,15 Female,305,Clinical Pharmacology,3
2425,All Attendances by Age and Gender,15 Female,310,Audio Vestibular Medicine,1790
2425,All Attendances by Age and Gender,15 Female,311,Clinical Genetics,554
2425,All Attendances by Age and Gender,15 Female,313,Clinical Immunology,388
2425,All Attendances by Age and Gender,15 Female,314,Rehabilitation Medicine,1034
2425,All Attendances by Age and Gender,15 Female,315,Palliative Medicine,340
2425,All Attendances by Age and Gender,15 Female,317,Allergy,199
2425,All Attendances by Age and Gender,15 Female,320,Cardiology,2457
2425,All Attendances by Age and Gender,15 Female,321,Paediatric Cardiology,4312
2425,All Attendances by Age and Gender,15 Female,325,Sport and Exercise Medicine,117
2425,All Attendances by Age and Gender,15 Female,326,Acute Internal Medicine,35
2425,All Attendances by Age and Gender,15 Female,330,Dermatology,14919
2425,All Attendances by Age and Gender,15 Female,340,Respiratory Medicine,962
2425,All Attendances by Age and Gender,15 Female,350,Infectious Diseases,50
2425,All Attendances by Age and Gender,15 Female,360,Genitourinary Medicine,105
2425,All Attendances by Age and Gender,15 Female,361,Renal Medicine,745
2425,All Attendances by Age and Gender,15 Female,370,Medical Oncology,510
2425,All Attendances by Age and Gender,15 Female,371,Nuclear Medicine,14
2425,All Attendances by Age and Gender,15 Female,400,Neurology,818
2425,All Attendances by Age and Gender,15 Female,401,Clinical Neurophysiology,717
2425,All Attendances by Age and Gender,15 Female,410,Rheumatology,1908
2425,All Attendances by Age and Gender,15 Female,420,Paediatrics,76711
2425,All Attendances by Age and Gender,15 Female,421,Paediatric Neurology,1637
2425,All Attendances by Age and Gender,15 Female,430,Geriatric Medicine,7
2425,All Attendances by Age and Gender,15 Female,450,Dental Medicine,2148
2425,All Attendances by Age and Gender,15 Female,451,Special Care Dentistry,127
2425,All Attendances by Age and Gender,15 Female,460,Medical Ophthalmology,58
2425,All Attendances by Age and Gender,15 Female,501,Obstetrics,2355
2425,All Attendances by Age and Gender,15 Female,502,Gynaecology,4421
2425,All Attendances by Age and Gender,15 Female,560,Midwifery,1465
2425,All Attendances by Age and Gender,15 Female,600,General Medical Practice,214
2425,All Attendances by Age and Gender,15 Female,601,General Dental Practice,303
2425,All Attendances by Age and Gender,15 Female,700,Learning Disability,180
2425,All Attendances by Age and Gender,15 Female,710,Adult Mental Illness,8210
2425,All Attendances by Age and Gender,15 Female,711,Child and Adolescent Psychiatry,43368
2425,All Attendances by Age and Gender,15 Female,712,Forensic Psychiatry,34
2425,All Attendances by Age and Gender,15 Female,713,Medical Psychotherapy,498
2425,All Attendances by Age and Gender,15 Female,715,Old Age Psychiatry,30
2425,All Attendances by Age and Gender,15 Female,800,Clinical Oncology,240
2425,All Attendances by Age and Gender,15 Female,810,Radiology,13857
2425,All Attendances by Age and Gender,15 Female,820,General Pathology,1
2425,All Attendances by Age and Gender,15 Female,822,Chemical Pathology,17
2425,All Attendances by Age and Gender,15 Female,823,Haematology,348
2425,All Attendances by Age and Gender,15 Female,831,Medical Microbiology and Virology,2
2425,All Attendances by Age and Gender,15 Female,834,Medical Virology,4
2425,All Attendances by Age and Gender,15 Female,900,Community Medicine,1330
2425,All Attendances by Age and Gender,15 Female,901,Occupational Medicine,330
2425,All Attendances by Age and Gender,15 Female,902,Community Health Services Dental,12
2425,All Attendances by Age and Gender,15 Female,903,Public Health Medicine,16
2425,All Attendances by Age and Gender,15 Female,950,Nursing,15885
2425,All Attendances by Age and Gender,15 Female,960,Allied Health Professional,61655
2425,All Attendances by Age and Gender,15 Female,990,Joint Consultant Clinics (Retired 1 April 2004),1
2425,All Attendances by Age and Gender,15 Male,100,General Surgery,2380
2425,All Attendances by Age and Gender,15 Male,101,Urology,2379
2425,All Attendances by Age and Gender,15 Male,107,,20
2425,All Attendances by Age and Gender,15 Male,110,Trauma & Orthopaedics,53946
2425,All Attendances by Age and Gender,15 Male,120,"Ear, Nose & Throat (ENT)",11819
2425,All Attendances by Age and Gender,15 Male,130,Ophthalmology,12329
2425,All Attendances by Age and Gender,15 Male,140,Oral Surgery,4016
2425,All Attendances by Age and Gender,15 Male,141,Restorative Dentistry,607
2425,All Attendances by Age and Gender,15 Male,142,Paediatric Dentistry,2973
2425,All Attendances by Age and Gender,15 Male,143,Orthodontics,27872
2425,All Attendances by Age and Gender,15 Male,145,Oral & Maxillo Facial Surgery,3068
2425,All Attendances by Age and Gender,15 Male,146,Endodontics,12
2425,All Attendances by Age and Gender,15 Male,147,Periodontics,3
2425,All Attendances by Age and Gender,15 Male,148,Prosthodontics,6
2425,All Attendances by Age and Gender,15 Male,150,Neurosurgery,900
2425,All Attendances by Age and Gender,15 Male,160,Plastic Surgery,6261
2425,All Attendances by Age and Gender,15 Male,170,Cardiothoracic Surgery,299
2425,All Attendances by Age and Gender,15 Male,171,Paediatric Surgery,4317
2425,All Attendances by Age and Gender,15 Male,180,Accident & Emergency (A&E),1471
2425,All Attendances by Age and Gender,15 Male,190,Anaesthetics,1247
2425,All Attendances by Age and Gender,15 Male,192,Critical Care Medicine,347
2425,All Attendances by Age and Gender,15 Male,300,General Medicine,4293
2425,All Attendances by Age and Gender,15 Male,301,Gastroenterology,1899
2425,All Attendances by Age and Gender,15 Male,302,Endocrinology,1877
2425,All Attendances by Age and Gender,15 Male,303,Clinical Haematology,1621
2425,All Attendances by Age and Gender,15 Male,304,Clinical Physiology,284
2425,All Attendances by Age and Gender,15 Male,305,Clinical Pharmacology,1
2425,All Attendances by Age and Gender,15 Male,310,Audiological Medicine,1609
2425,All Attendances by Age and Gender,15 Male,311,Clinical Genetics,649
2425,All Attendances by Age and Gender,15 Male,313,Clinical Immunology & Allergy,467
2425,All Attendances by Age and Gender,15 Male,314,Rehabilitation,803
2425,All Attendances by Age and Gender,15 Male,315,Palliative Medicine,407
2425,All Attendances by Age and Gender,15 Male,317,,203
2425,All Attendances by Age and Gender,15 Male,320,Cardiology,2446
2425,All Attendances by Age and Gender,15 Male,321,Paediatric Cardiology,5019
2425,All Attendances by Age and Gender,15 Male,325,Sports & Exercise Medicine,70
2425,All Attendances by Age and Gender,15 Male,326,Acute Internal Medicine,40
2425,All Attendances by Age and Gender,15 Male,330,Dermatology,13088
2425,All Attendances by Age and Gender,15 Male,340,Respiratory Medicine (Thoracic Medicine),1103
2425,All Attendances by Age and Gender,15 Male,350,Infectious Diseases,72
2425,All Attendances by Age and Gender,15 Male,360,Genitourinary Medicine,81
2425,All Attendances by Age and Gender,15 Male,361,Nephrology,814
2425,All Attendances by Age and Gender,15 Male,370,Medical Oncology,585
2425,All Attendances by Age and Gender,15 Male,371,Nuclear Medicine,10
2425,All Attendances by Age and Gender,15 Male,400,Neurology,806
2425,All Attendances by Age and Gender,15 Male,401,Clinical Neuro-physiology,599
2425,All Attendances by Age and Gender,15 Male,410,Rheumatology,1002
2425,All Attendances by Age and Gender,15 Male,420,Paediatrics,74642
