PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
202499,30JUN24,01APR24,31MAR25,352,Tropical Medicine Service,48,29,43,5,4,26,21,1263,968,61,447,521,1
202499,30JUN24,01APR24,31MAR25,360,Genitourinary Medicine Service,28,20,19,9,8,18,7,12360,8828,1568,1022,7806,1
202499,30JUN24,01APR24,31MAR25,361,Renal Medicine Service,17189,11526,11086,6103,5580,10639,3382,123197,93130,7775,10943,82187,1
202499,30JUN24,01APR24,31MAR25,370,Medical Oncology Service,40033,35263,6249,33784,31904,38940,3872,242584,201732,5472,16320,185412,1
202499,30JUN24,01APR24,31MAR25,371,Nuclear Medicine Service,66,63,37,29,29,66,0,3869,3273,76,1405,1868,1
202499,30JUN24,01APR24,31MAR25,400,Neurology Service,14033,12142,4064,9969,9588,12483,1710,196328,137976,13496,45009,92967,1
202499,30JUN24,01APR24,31MAR25,401,Clinical Neurophysiology Service,108,100,21,87,84,104,1,27789,22318,1733,20195,2123,1
202499,30JUN24,01APR24,31MAR25,410,Rheumatology Service,14617,13282,1626,12991,12499,13807,457,249074,179284,12886,33221,146062,1
202499,30JUN24,01APR24,31MAR25,420,Paediatric Service,65997,12998,60583,5414,4151,61587,50651,208457,152963,16120,76856,76103,1
202499,30JUN24,01APR24,31MAR25,421,Paediatric Neurology Service,940,700,340,600,502,837,137,11782,8391,655,2250,6141,1
202499,30JUN24,01APR24,31MAR25,422,Neonatal Critical Care Service,11807,4883,11781,26,19,9060,632,10122,8105,677,3333,4772,1
202499,30JUN24,01APR24,31MAR25,424,Well Baby Service,33475,2115,33475,0,0,33000,256,2584,2031,173,685,1346,1
202499,30JUN24,01APR24,31MAR25,430,Elderly Medicine Service,74004,22982,72291,1713,1302,26377,23454,42432,30581,2392,12866,17715,1
202499,30JUN24,01APR24,31MAR25,431,Orthogeriatric Medicine Service,4,3,1,3,3,3,0,16,16,0,11,5,1
202499,30JUN24,01APR24,31MAR25,450,Dental Medicine Service,392,380,2,390,378,392,0,10443,6875,829,2015,4860,1
202499,30JUN24,01APR24,31MAR25,451,Special Care Dentistry Service,349,336,2,347,334,349,0,1220,1000,149,316,684,1
202499,30JUN24,01APR24,31MAR25,460,Medical Ophthalmology Service,50,48,8,42,42,48,4,14010,11814,719,1522,9785,1
202499,30JUN24,01APR24,31MAR25,461,Ophthalmic and Vision Science Service,,,,,,,,1354,1037,88,163,874,1
202499,30JUN24,01APR24,31MAR25,499,"Non-UK Provider; specialty function not known, treatment mainly medical",0,0,0,0,0,0,0,,,,,,
202499,30JUN24,01APR24,31MAR25,501,Obstetrics Service,88941,44458,88233,708,534,86379,1666,363721,287070,21274,71178,215883,1
202499,30JUN24,01APR24,31MAR25,502,Gynaecology Service,46128,29673,29108,17020,15588,44605,19062,417533,308577,22186,152907,155670,1
202499,30JUN24,01APR24,31MAR25,503,Gynaecological Oncology Service,2009,1820,1368,641,609,1908,95,28684,21398,1360,10128,11270,1
202499,30JUN24,01APR24,31MAR25,505,Fetal Medicine Service,22,18,10,12,11,22,2,6210,5321,268,1851,3470,1
202499,30JUN24,01APR24,31MAR25,560,Midwifery Service,18659,6215,18645,14,4,17567,247,404579,321241,24518,59175,262066,1
202499,30JUN24,01APR24,31MAR25,650,Physiotherapy Service,113,83,19,94,75,106,2,558349,437956,40484,120608,317263,1
202499,30JUN24,01APR24,31MAR25,651,Occupational Therapy Service,19,0,0,19,0,19,0,61275,50135,4362,15288,34813,1
202499,30JUN24,01APR24,31MAR25,652,Speech and Language Therapy Service,1,0,1,0,0,1,1,25589,21935,1148,4461,17474,1
202499,30JUN24,01APR24,31MAR25,653,Podiatry Service,55,49,2,53,48,55,1,61620,50008,3208,7166,42842,1
202499,30JUN24,01APR24,31MAR25,654,Dietetics Service,5,3,4,1,1,4,1,75128,58934,6479,18226,40704,1
202499,30JUN24,01APR24,31MAR25,655,Orthoptics Service,15,13,9,6,6,13,6,50251,35173,5231,9734,25439,1
202499,30JUN24,01APR24,31MAR25,656,Clinical Psychology Service,3,1,3,0,0,1,0,38150,31981,3205,4997,26984,1
202499,30JUN24,01APR24,31MAR25,657,Prosthetics Service,,,,,,,,1481,1119,107,139,980,1
202499,30JUN24,01APR24,31MAR25,658,Orthotics Service,2,1,2,0,0,2,2,36778,27535,2513,9855,17680,1
202499,30JUN24,01APR24,31MAR25,661,Music Therapy Service,,,,,,,,226,144,11,14,130,1
202499,30JUN24,01APR24,31MAR25,662,Optometry Service,2,2,1,1,1,2,1,9525,7161,784,2158,5003,1
202499,30JUN24,01APR24,31MAR25,663,Podiatric Surgery Service,302,274,4,298,271,302,0,4942,3391,237,830,2561,1
202499,30JUN24,01APR24,31MAR25,670,Urological Physiology Service,,,,,,,,1080,753,27,240,513,1
202499,30JUN24,01APR24,31MAR25,675,Cardiac Physiology Service,1,0,1,0,0,1,0,10591,8668,568,3760,4906,1
202499,30JUN24,01APR24,31MAR25,677,Gastrointestinal Physiology Service,74,61,0,74,61,74,0,1429,1065,74,352,713,1
202499,30JUN24,01APR24,31MAR25,700,Learning Disability Service,188,0,179,9,0,180,4,7165,6191,438,576,5615,1
202499,30JUN24,01APR24,31MAR25,710,Adult Mental Health Service,3338,13,3332,6,0,2493,1557,96609,74016,8563,10093,63923,1
202499,30JUN24,01APR24,31MAR25,711,Child and Adolescent Psychiatry Service,75,4,75,0,0,60,15,58570,47812,5525,6232,41580,1
202499,30JUN24,01APR24,31MAR25,712,Forensic Psychiatry Service,69,0,69,0,0,45,8,1904,1628,141,169,1459,1
202499,30JUN24,01APR24,31MAR25,713,Medical Psychotherapy Service,20,18,2,18,17,19,0,5148,4136,376,485,3651,1
202499,30JUN24,01APR24,31MAR25,715,Old Age Psychiatry Service,524,16,524,0,0,354,180,15250,11664,636,2306,9358,1
202499,30JUN24,01APR24,31MAR25,720,Eating Disorders Service,12,0,12,0,0,11,0,3110,2534,197,222,2312,1
202499,30JUN24,01APR24,31MAR25,721,Addiction Service,,,,,,,,12,8,2,1,7,1
202499,30JUN24,01APR24,31MAR25,722,Liaison Psychiatry Service,14,1,14,0,0,7,6,1176,1058,72,348,710,1
202499,30JUN24,01APR24,31MAR25,723,Psychiatric Intensive Care Service,39,2,39,0,0,29,22,2,0,0,0,0,1
202499,30JUN24,01APR24,31MAR25,724,Perinatal Mental Health Service,17,0,17,0,0,16,8,1515,1085,130,102,983,1
202499,30JUN24,01APR24,31MAR25,725,Mental Health Recovery and Rehabilitation Service,,,,,,,,407,348,28,9,339,1
202499,30JUN24,01APR24,31MAR25,727,Dementia Assessment Service,1,0,1,0,0,1,1,607,453,55,73,380,1
202499,30JUN24,01APR24,31MAR25,730,Neuropsychiatry Service,7,4,7,0,0,7,0,519,324,32,89,235,1
202499,30JUN24,01APR24,31MAR25,800,Clinical Oncology Service,37698,33301,5750,31948,30417,36356,3366,283177,241754,5347,29144,212610,1
202499,30JUN24,01APR24,31MAR25,811,Interventional Radiology Service,8014,7516,1690,6324,6022,6982,86,16044,14943,291,10387,4556,1
202499,30JUN24,01APR24,31MAR25,812,Diagnostic Imaging Service,1152,1087,100,1052,998,1115,13,670745,632849,12423,323439,309410,1
202499,30JUN24,01APR24,31MAR25,822,Chemical Pathology Service,350,341,10,340,334,348,8,11475,8873,765,4296,4577,1
202499,30JUN24,01APR24,31MAR25,834,Medical Virology Service,4,3,2,2,2,2,0,1535,953,304,30,923,1
202499,30JUN24,01APR24,31MAR25,840,Audiology Service,29,27,0,29,27,29,0,168033,146787,7309,65707,81080,1
202499,30JUN24,01APR24,31MAR25,920,Diabetic Education Service,,,,,,,,341,258,35,121,137,1
202499,30JUN24,01APR24,31MAR25,990,Retired but retained for historical purposes,,,,,,,,235,196,13,71,125,1
202499,31MAY24,01APR24,31MAR25,&,Not Known,1116,159,1088,28,27,944,153,54684,36641,5532,4059,32149,1
202499,31MAY24,01APR24,31MAR25,100,General Surgery Service,116067,77911,75693,40374,37522,103468,55267,226789,177652,11614,71761,105890,1
202499,31MAY24,01APR24,31MAR25,101,Urology Service,64698,51129,29113,35585,32196,60101,14796,379052,279709,21643,89305,190403,1
202499,31MAY24,01APR24,31MAR25,102,Transplant Surgery Service,1384,1003,1066,318,289,1092,432,12526,9915,749,1040,8875,1
202499,31MAY24,01APR24,31MAR25,103,Breast Surgery Service,7127,6824,1810,5317,5136,7038,103,174339,138582,6415,67169,71413,1
202499,31MAY24,01APR24,31MAR25,104,Colorectal Surgery Service,30717,26322,9460,21257,20354,28390,3767,130854,99392,6708,46737,52655,1
202499,31MAY24,01APR24,31MAR25,105,Hepatobiliary and Pancreatic Surgery Service,3408,2186,2981,427,385,2421,885,11410,8619,582,2558,6061,1
202499,31MAY24,01APR24,31MAR25,106,Upper Gastrointestinal Surgery Service,8961,6746,4508,4453,4116,7631,1873,26351,19308,1578,9058,10250,1
202499,31MAY24,01APR24,31MAR25,107,Vascular Surgery Service,10039,7709,6447,3592,3178,8558,2788,71553,50669,4663,24579,26090,1
202499,31MAY24,01APR24,31MAR25,108,Spinal Surgery Service,5543,4588,3150,2393,2256,5115,897,41459,30812,2154,11508,19304,1
202499,31MAY24,01APR24,31MAR25,109,Bariatric Surgery Service,297,265,270,27,27,271,8,5125,3428,490,1244,2184,1
202499,31MAY24,01APR24,31MAR25,110,Trauma and Orthopaedic Service,91108,77362,56872,34236,32279,82965,23815,787207,619704,41510,226466,393224,1
202499,31MAY24,01APR24,31MAR25,111,Orthopaedic Service,1391,1267,719,672,625,1349,132,17406,12628,1137,4187,8441,1
202499,31MAY24,01APR24,31MAR25,113,Endocrine Surgery Service,72,68,72,0,0,71,0,1422,887,80,307,580,1
202499,31MAY24,01APR24,31MAR25,115,Trauma Surgery Service,544,408,438,106,95,416,265,6278,5282,427,2416,2866,1
202499,31MAY24,01APR24,31MAR25,120,Ear Nose and Throat Service,26110,19667,13339,12771,11872,25029,8442,338999,242465,22540,111374,131091,1
202499,31MAY24,01APR24,31MAR25,130,Ophthalmology Service,88571,85393,2458,86113,83357,87986,1269,1063239,807438,57433,217458,589969,1
202499,31MAY24,01APR24,31MAR25,140,Oral Surgery Service,12511,11242,1891,10620,9958,12228,795,91468,64412,7041,29676,34736,1
202499,31MAY24,01APR24,31MAR25,141,Restorative Dentistry Service,321,267,47,274,260,321,1,40668,29710,2365,4589,25121,1
202499,31MAY24,01APR24,31MAR25,142,Paediatric Dentistry Service,2596,2237,128,2468,2197,2594,2,14409,9841,1302,3258,6583,1
202499,31MAY24,01APR24,31MAR25,143,Orthodontic Service,50,46,2,48,45,50,1,70491,51571,3988,4364,47207,1
202499,31MAY24,01APR24,31MAR25,144,Maxillofacial Surgery Service,8048,6976,2576,5472,5082,7770,1429,61136,43049,4265,16728,26321,1
202499,31MAY24,01APR24,31MAR25,145,Oral and Maxillofacial Surgery Service,2240,1945,661,1579,1439,2178,363,16221,10886,1135,4563,6323,1
202499,31MAY24,01APR24,31MAR25,150,Neurosurgical Service,7602,6045,6261,1341,1192,6204,2034,48839,35623,2631,12614,23009,1
202499,31MAY24,01APR24,31MAR25,160,Plastic Surgery Service,22374,20016,6230,16144,15104,21822,3794,122430,93186,6437,30251,62935,1
202499,31MAY24,01APR24,31MAR25,161,Burns Care Service,414,284,355,59,53,375,261,6263,5154,346,1303,3851,1
202499,31MAY24,01APR24,31MAR25,170,Cardiothoracic Surgery Service,441,323,425,16,7,300,92,3427,2749,127,1133,1616,1
202499,31MAY24,01APR24,31MAR25,171,Paediatric Surgery Service,4443,3479,2437,2006,1832,4093,1268,19144,13768,1395,6379,7389,1
202499,31MAY24,01APR24,31MAR25,172,Cardiac Surgery Service,3085,2503,3062,23,17,2176,293,10123,7889,393,2390,5499,1
202499,31MAY24,01APR24,31MAR25,173,Thoracic Surgery Service,2811,2371,2642,169,144,2501,357,9102,7318,372,2242,5076,1
202499,31MAY24,01APR24,31MAR25,174,Cardiothoracic Transplantation Service,219,195,182,37,34,188,47,2095,1628,208,139,1489,1
202499,31MAY24,01APR24,31MAR25,180,Emergency Medicine Service,58782,13559,58551,231,145,58010,57717,17393,15223,1207,12065,3158,1
202499,31MAY24,01APR24,31MAR25,190,Anaesthetic Service,1890,1299,607,1283,884,1542,214,134641,110013,5299,44638,65375,1
202499,31MAY24,01APR24,31MAR25,191,Pain Management Service,12030,11638,251,11779,11421,11904,76,85929,63113,6300,18836,44277,1
202499,31MAY24,01APR24,31MAR25,192,Intensive Care Medicine Service,4019,2702,4005,14,13,1248,1112,1878,1339,214,711,628,1
202499,31MAY24,01APR24,31MAR25,199,"Non-UK Provider; specialty function not known, tre",31,27,15,16,16,27,4,40,0,19,0,0,1
202499,31MAY24,01APR24,31MAR25,211,Paediatric Urology Service,1864,1633,392,1472,1323,1823,97,10062,6834,838,2332,4502,1
202499,31MAY24,01APR24,31MAR25,212,Paediatric Transplantation Surgery Service,19,17,14,5,5,17,5,84,72,2,2,70,1
202499,31MAY24,01APR24,31MAR25,213,Paediatric Gastrointestinal Surgery Service,2,1,2,0,0,1,1,25,18,4,13,5,1
202499,31MAY24,01APR24,31MAR25,214,Paediatric Trauma and Orthopaedic Service,2432,2087,1543,889,804,2322,737,44809,32914,2975,14258,18656,1
202499,31MAY24,01APR24,31MAR25,215,Paediatric Ear Nose and Throat Service,3532,3046,1146,2386,2200,3442,368,26786,17597,2215,8510,9087,1
202499,31MAY24,01APR24,31MAR25,216,Paediatric Ophthalmology Service,753,700,102,651,616,747,22,53058,36673,5379,11093,25580,1
202499,31MAY24,01APR24,31MAR25,217,Paediatric Oral and Maxillofacial Surgery Service,478,423,215,263,249,469,146,2730,1879,205,870,1009,1
202499,31MAY24,01APR24,31MAR25,218,Paediatric Neurosurgery Service,789,632,524,265,239,635,158,3200,2544,152,588,1956,1
202499,31MAY24,01APR24,31MAR25,219,Paediatric Plastic Surgery Service,1980,1745,883,1097,995,1945,569,11504,9304,781,3565,5739,1
202499,31MAY24,01APR24,31MAR25,220,Paediatric Burns Care Service,310,262,246,64,60,288,166,4121,3446,200,653,2793,1
202499,31MAY24,01APR24,31MAR25,221,Paediatric Cardiac Surgery Service,317,276,305,12,9,207,6,200,181,5,91,90,1
202499,31MAY24,01APR24,31MAR25,222,Paediatric Thoracic Surgery Service,11,11,11,0,0,11,0,26,25,1,17,8,1
202499,31MAY24,01APR24,31MAR25,223,Paediatric Epilepsy Service,81,47,59,22,17,60,14,7735,5937,517,1196,4741,1
202499,31MAY24,01APR24,31MAR25,240,Paediatric Palliative Medicine Service,,,,,,,,488,467,3,20,447,1
202499,31MAY24,01APR24,31MAR25,241,Paediatric Pain Management Service,52,51,2,50,50,51,1,476,400,25,86,314,1
202499,31MAY24,01APR24,31MAR25,242,Paediatric Intensive Care Service,747,612,746,1,0,314,241,1718,1691,27,35,1656,1
202499,31MAY24,01APR24,31MAR25,250,Paediatric Hepatology Service,90,73,46,44,40,81,5,29,29,0,0,29,1
202499,31MAY24,01APR24,31MAR25,251,Paediatric Gastroenterology Service,3382,3104,536,2846,2764,3259,163,14726,9884,937,2443,7441,1
202499,31MAY24,01APR24,31MAR25,252,Paediatric Endocrinology Service,976,878,144,832,781,963,31,12018,8130,916,1764,6363,1
202499,31MAY24,01APR24,31MAR25,253,Paediatric Clinical Haematology Service,3163,2736,730,2433,2316,3067,382,10618,8157,714,1199,6958,1
202499,31MAY24,01APR24,31MAR25,254,Paediatric Audio Vestibular Medicine Service,62,55,6,56,50,62,0,10700,7653,854,3429,4223,1
202499,31MAY24,01APR24,31MAR25,255,Paediatric Clinical Immunology and Allergy Service,1380,1166,52,1328,1135,1364,14,12943,8673,982,3436,5237,1
202499,31MAY24,01APR24,31MAR25,256,Paediatric Infectious Diseases Service,253,76,173,80,49,122,30,1372,897,182,382,515,1
202499,31MAY24,01APR24,31MAR25,257,Paediatric Dermatology Service,385,285,21,364,276,375,3,20724,13513,1797,4992,8521,1
202499,31MAY24,01APR24,31MAR25,258,Paediatric Respiratory Medicine Service,1961,1313,1580,381,351,1664,428,19807,13731,1598,3789,9942,1
202499,31MAY24,01APR24,31MAR25,259,Paediatric Nephrology Service,1252,1053,479,773,711,1170,112,7574,5618,475,828,4790,1
202499,31MAY24,01APR24,31MAR25,260,Paediatric Medical Oncology Service,4040,3360,1231,2809,2558,3931,525,9647,8008,329,656,7352,1
202499,31MAY24,01APR24,31MAR25,261,Paediatric Inherited Metabolic Medicine Service,320,256,61,259,223,316,20,1990,1402,108,171,1231,1
202499,31MAY24,01APR24,31MAR25,262,Paediatric Rheumatology Service,1003,907,80,923,850,993,19,7240,5059,370,991,4063,1
202499,31MAY24,01APR24,31MAR25,263,Paediatric Diabetes Service,66,14,58,8,8,51,35,16399,12186,1036,464,11722,1
202499,31MAY24,01APR24,31MAR25,264,Paediatric Cystic Fibrosis Service,58,40,37,21,16,52,11,1913,1566,49,36,1530,1
202499,31MAY24,01APR24,31MAR25,270,Paediatric Emergency Medicine Service,28,10,27,1,0,26,25,5,4,0,0,4,1
202499,31MAY24,01APR24,31MAR25,280,Paediatric Interventional Radiology Service,47,46,20,27,26,35,0,340,273,3,18,255,1
202499,31MAY24,01APR24,31MAR25,290,Community Paediatric Service,72,54,21,51,50,69,13,54524,45394,2877,11147,34247,1
202499,31MAY24,01APR24,31MAR25,291,Paediatric Neurodisability Service,31,28,5,26,23,31,1,10288,7627,533,2203,5424,1
202499,31MAY24,01APR24,31MAR25,300,General Internal Medicine Service,325358,97869,302446,22912,17719,225483,199679,130798,108207,6587,46770,61437,1
202499,31MAY24,01APR24,31MAR25,301,Gastroenterology Service,152089,132703,26170,125919,120828,131676,3657,275913,206476,18490,83268,123205,1
202499,31MAY24,01APR24,31MAR25,302,Endocrinology Service,15042,6873,10915,4127,3876,6751,2468,108102,75569,8648,20901,54668,1
202499,31MAY24,01APR24,31MAR25,303,Clinical Haematology Service,66197,60394,8197,58000,55727,63616,3241,261521,204573,11163,24625,179945,1
202499,31MAY24,01APR24,31MAR25,304,Clinical Physiology Service,24,18,10,14,14,22,7,74369,61698,3439,40545,21153,1
202499,31MAY24,01APR24,31MAR25,305,Clinical Pharmacology Service,231,151,181,50,47,141,41,1321,894,125,358,536,1
202499,31MAY24,01APR24,31MAR25,306,Hepatology Service,4388,2803,2560,1828,1651,2543,315,63466,45782,6318,12255,33527,1
202499,31MAY24,01APR24,31MAR25,307,Diabetes Service,7389,2627,6403,986,857,3101,2089,151479,111855,14531,20394,91461,1
202499,31MAY24,01APR24,31MAR25,308,Blood and Marrow Transplantation Service,629,503,275,354,312,570,44,4190,3412,149,177,3235,1
202499,31MAY24,01APR24,31MAR25,309,Haemophilia Service,246,211,26,220,202,243,18,5969,4374,526,611,3763,1
202499,31MAY24,01APR24,31MAR25,310,Audio Vestibular Medicine Service,1,0,1,0,0,1,1,44459,33353,2151,11664,21689,1
202499,31MAY24,01APR24,31MAR25,311,Clinical Genetics Service,3,3,1,2,2,3,1,15560,13087,709,8487,4600,1
202499,31MAY24,01APR24,31MAR25,313,Clinical Immunology and Allergy Service,942,911,9,933,903,940,0,5842,4225,431,1533,2692,1
202499,31MAY24,01APR24,31MAR25,314,Rehabilitation Medicine Service,4938,2810,4791,147,58,2461,374,34245,28159,1640,5376,22783,1
202499,31MAY24,01APR24,31MAR25,315,Palliative Medicine Service,921,163,913,8,8,408,224,17188,15086,496,2527,12559,1
202499,31MAY24,01APR24,31MAR25,316,Clinical Immunology Service,1141,1124,10,1131,1115,1138,1,4604,3137,299,761,2376,1
202499,31MAY24,01APR24,31MAR25,317,Allergy Service,1123,1100,6,1117,1095,1123,6,11167,7028,902,3275,3753,1
202499,31MAY24,01APR24,31MAR25,318,Intermediate Care Service,1860,720,1859,1,0,986,80,82552,81911,415,11793,70118,1
202499,31MAY24,01APR24,31MAR25,319,Respite Care Service,266,6,266,0,0,266,0,1,1,0,0,1,1
202499,31MAY24,01APR24,31MAR25,320,Cardiology Service,63121,41188,43835,19286,17991,36479,12299,497531,382370,30206,178551,203801,1
202499,31MAY24,01APR24,31MAR25,321,Paediatric Cardiology Service,1092,942,636,456,423,869,117,22280,16798,1525,5614,11184,1
202499,31MAY24,01APR24,31MAR25,322,Clinical Microbiology Service,32,24,15,17,13,32,13,2106,1598,128,1524,74,1
202499,31MAY24,01APR24,31MAR25,323,Spinal Injuries Service,339,285,276,63,48,251,22,3217,2419,156,344,2075,1
202499,31MAY24,01APR24,31MAR25,324,Anticoagulant Service,9,6,4,5,4,8,3,70620,60885,4041,6110,54775,1
202499,31MAY24,01APR24,31MAR25,325,Sport and Exercise Medicine Service,1666,390,1640,26,3,1170,1126,2256,1440,149,550,864,1
202499,31MAY24,01APR24,31MAR25,326,Acute Internal Medicine Service,32886,9723,31788,1098,647,25448,24075,6914,6566,152,4885,1681,1
202499,31MAY24,01APR24,31MAR25,327,Cardiac Rehabilitation Service,1,0,1,0,0,1,1,20252,16012,1216,2749,13263,1
202499,31MAY24,01APR24,31MAR25,328,Stroke Medicine Service,15144,8472,15109,35,28,7464,6981,17519,13141,1138,5730,7411,1
202499,31MAY24,01APR24,31MAR25,329,Transient Ischaemic Attack Service,333,221,226,107,64,304,188,11546,10084,423,8185,1899,1
202499,31MAY24,01APR24,31MAR25,330,Dermatology Service,17668,16713,314,17354,16524,17627,71,443992,331342,22830,126943,204388,1
202499,31MAY24,01APR24,31MAR25,331,Congenital Heart Disease Service,89,83,60,29,29,78,11,7070,4751,800,991,3760,1
202499,31MAY24,01APR24,31MAR25,335,Inherited Metabolic Medicine Service,14,9,2,12,8,14,0,826,617,50,34,583,1
202499,31MAY24,01APR24,31MAR25,340,Respiratory Medicine Service,52969,20563,44708,8261,7037,19974,10549,295662,216421,23671,78278,138137,1
202499,31MAY24,01APR24,31MAR25,341,Respiratory Physiology Service,1142,711,554,588,208,1116,13,80614,60704,6523,25988,34716,1
202499,31MAY24,01APR24,31MAR25,342,Pulmonary Rehabilitation Service,,,,,,,,6768,5195,440,706,4489,1
202499,31MAY24,01APR24,31MAR25,343,Adult Cystic Fibrosis Service,398,158,229,169,80,321,64,2730,1912,255,52,1860,1
202499,31MAY24,01APR24,31MAR25,344,Complex Specialised Rehabilitation Service,42,35,42,0,0,14,3,261,207,26,43,164,1
202499,31MAY24,01APR24,31MAR25,345,Specialist Rehabilitation Service,69,64,16,53,51,60,0,3551,2568,302,210,2358,1
202499,31MAY24,01APR24,31MAR25,346,Local Specialist Rehabilitation Service,9,8,9,0,0,1,1,543,434,29,47,387,1
202499,31MAY24,01APR24,31MAR25,347,Sleep Medicine Service,472,365,321,151,58,472,0,13214,10562,1275,3004,7558,1
202499,31MAY24,01APR24,31MAR25,348,Post-COVID-19 Syndrome Service,,,,,,,,1989,1486,145,263,1223,1
