PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
202499,31JUL24,01APR24,31MAR25,308,Blood and Marrow Transplantation Service,696,585,261,435,388,642,56,4408,3451,145,226,3225,1
202499,31JUL24,01APR24,31MAR25,309,Haemophilia Service,292,265,38,254,245,285,29,6197,4424,533,629,3795,1
202499,31JUL24,01APR24,31MAR25,310,Audio Vestibular Medicine Service,3,3,1,2,2,2,0,48472,35862,2413,12742,23120,1
202499,31JUL24,01APR24,31MAR25,311,Clinical Genetics Service,4,3,2,2,2,4,1,16002,13313,836,8516,4797,1
202499,31JUL24,01APR24,31MAR25,313,Clinical Immunology and Allergy Service,876,835,8,868,831,874,1,6554,4819,583,1506,3313,1
202499,31JUL24,01APR24,31MAR25,314,Rehabilitation Medicine Service,4939,2698,4749,190,64,2573,345,36151,29269,1725,5589,23680,1
202499,31JUL24,01APR24,31MAR25,315,Palliative Medicine Service,1039,196,1027,12,11,476,236,18700,16120,478,2794,13326,1
202499,31JUL24,01APR24,31MAR25,316,Clinical Immunology Service,1121,1084,7,1114,1077,1120,3,5007,3315,313,788,2527,1
202499,31JUL24,01APR24,31MAR25,317,Allergy Service,1220,1180,12,1208,1169,1216,3,12383,7984,997,3621,4363,1
202499,31JUL24,01APR24,31MAR25,318,Intermediate Care Service,1773,601,1773,0,0,940,66,84546,83928,416,11898,72030,1
202499,31JUL24,01APR24,31MAR25,319,Respite Care Service,258,5,258,0,0,258,0,,,,,,
202499,31JUL24,01APR24,31MAR25,320,Cardiology Service,65740,42469,45293,20447,18913,37316,12000,520614,398548,31498,189755,208770,1
202499,31JUL24,01APR24,31MAR25,321,Paediatric Cardiology Service,1161,981,700,461,412,938,122,24348,18223,1588,6060,12163,1
202499,31JUL24,01APR24,31MAR25,322,Clinical Microbiology Service,23,12,14,9,5,21,8,2256,1687,168,1608,79,1
202499,31JUL24,01APR24,31MAR25,323,Spinal Injuries Service,258,212,205,53,43,196,19,3185,2437,156,326,2111,1
202499,31JUL24,01APR24,31MAR25,324,Anticoagulant Service,9,8,2,7,7,9,1,73647,63362,4507,6806,56556,1
202499,31JUL24,01APR24,31MAR25,325,Sport and Exercise Medicine Service,1748,361,1703,45,5,1268,1213,2421,1447,215,531,906,1
202499,31JUL24,01APR24,31MAR25,326,Acute Internal Medicine Service,32754,9630,31586,1168,715,24374,23019,5034,4604,145,2967,1636,1
202499,31JUL24,01APR24,31MAR25,327,Cardiac Rehabilitation Service,1,1,1,0,0,1,1,21442,17069,1339,2819,14250,1
202499,31JUL24,01APR24,31MAR25,328,Stroke Medicine Service,15803,8821,15736,67,58,7584,7055,17806,13245,1166,5913,7332,1
202499,31JUL24,01APR24,31MAR25,329,Transient Ischaemic Attack Service,271,179,250,21,21,243,211,12110,10380,516,8414,1966,1
202499,31JUL24,01APR24,31MAR25,330,Dermatology Service,19208,18304,271,18937,18132,19161,65,480746,354643,23853,139868,214768,1
202499,31JUL24,01APR24,31MAR25,331,Congenital Heart Disease Service,126,108,80,46,46,110,17,7788,4925,872,1074,3851,1
202499,31JUL24,01APR24,31MAR25,335,Inherited Metabolic Medicine Service,9,1,0,9,1,9,0,823,589,46,32,557,1
202499,31JUL24,01APR24,31MAR25,340,Respiratory Medicine Service,54009,21528,45412,8597,7416,20233,10477,312791,224495,24724,82722,141772,1
202499,31JUL24,01APR24,31MAR25,341,Respiratory Physiology Service,1224,759,622,602,201,1189,13,85022,63971,6834,27905,36066,1
202499,31JUL24,01APR24,31MAR25,342,Pulmonary Rehabilitation Service,,,,,,,,6809,5164,484,864,4300,1
202499,31JUL24,01APR24,31MAR25,343,Adult Cystic Fibrosis Service,402,172,214,188,103,338,66,2882,1964,307,71,1893,1
202499,31JUL24,01APR24,31MAR25,344,Complex Specialised Rehabilitation Service,26,22,26,0,0,10,1,262,213,16,63,150,1
202499,31JUL24,01APR24,31MAR25,345,Specialist Rehabilitation Service,79,69,14,65,56,71,0,3635,2571,334,304,2267,1
202499,31JUL24,01APR24,31MAR25,346,Local Specialist Rehabilitation Service,14,12,14,0,0,0,0,509,403,31,28,375,1
202499,31JUL24,01APR24,31MAR25,347,Sleep Medicine Service,654,552,337,317,224,654,0,14975,11668,1406,3544,8113,1
202499,31JUL24,01APR24,31MAR25,348,Post-COVID-19 Syndrome Service,1,0,1,0,0,0,0,1939,1349,124,298,1051,1
202499,31JUL24,01APR24,31MAR25,350,Infectious Diseases Service,4416,1923,3254,1162,887,1904,662,31801,23393,3764,5303,18090,1
202499,31JUL24,01APR24,31MAR25,352,Tropical Medicine Service,26,18,26,0,0,16,15,1444,1134,60,533,601,1
202499,31JUL24,01APR24,31MAR25,360,Genitourinary Medicine Service,40,24,29,11,11,24,5,13850,9901,1788,1190,8711,1
202499,31JUL24,01APR24,31MAR25,361,Renal Medicine Service,19341,12674,12698,6643,6080,11807,3862,137604,105750,8860,12465,93285,1
202499,31JUL24,01APR24,31MAR25,370,Medical Oncology Service,45775,40488,6764,39011,36899,44552,4101,278129,231192,6241,18053,213139,1
202499,31JUL24,01APR24,31MAR25,371,Nuclear Medicine Service,77,72,36,41,37,77,0,4686,4009,97,1807,2202,1
202499,31JUL24,01APR24,31MAR25,400,Neurology Service,15904,13685,4453,11451,11005,14235,1999,215633,150550,14356,48498,102052,1
202499,31JUL24,01APR24,31MAR25,401,Clinical Neurophysiology Service,132,124,22,110,104,131,2,31577,25221,1994,22631,2590,1
202499,31JUL24,01APR24,31MAR25,410,Rheumatology Service,16883,15405,1644,15239,14649,16006,435,280153,201684,14556,36274,165409,1
202499,31JUL24,01APR24,31MAR25,420,Paediatric Service,66738,13459,60869,5869,4551,62442,50665,227897,165432,18033,82843,82588,1
202499,31JUL24,01APR24,31MAR25,421,Paediatric Neurology Service,1100,822,359,741,609,976,108,12949,9047,747,2404,6643,1
202499,31JUL24,01APR24,31MAR25,422,Neonatal Critical Care Service,12288,5110,12241,47,39,9519,683,10648,8524,708,3508,5016,1
202499,31JUL24,01APR24,31MAR25,424,Well Baby Service,35374,2307,35369,5,0,34917,296,3034,2339,201,764,1575,1
202499,31JUL24,01APR24,31MAR25,430,Elderly Medicine Service,80072,24835,78013,2059,1562,28418,25060,47072,34094,2750,14562,19531,1
202499,31JUL24,01APR24,31MAR25,431,Orthogeriatric Medicine Service,5,5,1,4,4,4,0,27,25,2,10,15,1
202499,31JUL24,01APR24,31MAR25,450,Dental Medicine Service,414,393,6,408,387,414,1,11805,7861,835,2375,5486,1
202499,31JUL24,01APR24,31MAR25,451,Special Care Dentistry Service,360,346,5,355,341,360,0,1460,1188,192,389,799,1
202499,31JUL24,01APR24,31MAR25,460,Medical Ophthalmology Service,48,44,5,43,42,47,4,15604,12894,808,1774,10569,1
202499,31JUL24,01APR24,31MAR25,461,Ophthalmic and Vision Science Service,,,,,,,,1415,1123,70,126,997,1
202499,31JUL24,01APR24,31MAR25,499,"Non-UK Provider; specialty function not known, treatment mainly medical",0,0,0,0,0,0,0,2,2,0,2,0,1
202499,31JUL24,01APR24,31MAR25,501,Obstetrics Service,93368,47053,92461,907,695,90839,1766,408249,322416,23027,79401,243009,1
202499,31JUL24,01APR24,31MAR25,502,Gynaecology Service,48931,31866,29901,19030,17529,47341,19480,461038,340108,23910,167301,172807,1
202499,31JUL24,01APR24,31MAR25,503,Gynaecological Oncology Service,1918,1726,1299,619,582,1820,90,31615,23422,1456,11242,12180,1
202499,31JUL24,01APR24,31MAR25,505,Fetal Medicine Service,16,9,11,5,5,16,1,7522,6505,338,2367,4138,1
202499,31JUL24,01APR24,31MAR25,560,Midwifery Service,19687,6492,19671,16,9,18628,212,453960,360386,27510,65262,295124,1
202499,31JUL24,01APR24,31MAR25,650,Physiotherapy Service,107,82,4,103,80,107,2,635973,498406,46647,141094,357277,1
202499,31JUL24,01APR24,31MAR25,651,Occupational Therapy Service,25,1,0,25,1,25,0,68483,55829,5058,17289,38530,1
202499,31JUL24,01APR24,31MAR25,652,Speech and Language Therapy Service,4,2,2,2,0,4,1,26355,22364,1238,5164,17200,1
202499,31JUL24,01APR24,31MAR25,653,Podiatry Service,91,77,2,89,76,91,0,72913,59504,3921,8569,50934,1
202499,31JUL24,01APR24,31MAR25,654,Dietetics Service,9,4,6,3,2,4,1,84695,66940,7203,20766,46171,1
202499,31JUL24,01APR24,31MAR25,655,Orthoptics Service,15,13,11,4,4,12,8,56551,38976,6316,10543,28433,1
202499,31JUL24,01APR24,31MAR25,656,Clinical Psychology Service,6,1,6,0,0,2,2,43163,36017,3567,5731,30286,1
202499,31JUL24,01APR24,31MAR25,657,Prosthetics Service,,,,,,,,1788,1384,107,167,1217,1
202499,31JUL24,01APR24,31MAR25,658,Orthotics Service,4,0,1,3,0,4,1,43375,32691,2884,11978,20713,1
202499,31JUL24,01APR24,31MAR25,659,Dramatherapy Service,,,,,,,,1,1,0,1,0,1
202499,31JUL24,01APR24,31MAR25,661,Music Therapy Service,,,,,,,,237,165,17,19,146,1
202499,31JUL24,01APR24,31MAR25,662,Optometry Service,2,1,2,0,0,2,2,11565,8673,979,2638,6035,1
202499,31JUL24,01APR24,31MAR25,663,Podiatric Surgery Service,383,342,2,381,340,383,0,5448,3695,268,935,2760,1
202499,31JUL24,01APR24,31MAR25,670,Urological Physiology Service,,,,,,,,1180,820,42,229,591,1
202499,31JUL24,01APR24,31MAR25,675,Cardiac Physiology Service,1,1,1,0,0,0,0,12155,9897,596,4303,5591,1
202499,31JUL24,01APR24,31MAR25,677,Gastrointestinal Physiology Service,69,63,0,69,63,69,0,1693,1160,96,348,812,1
202499,31JUL24,01APR24,31MAR25,700,Learning Disability Service,197,0,184,13,0,192,6,8355,7211,480,731,6480,1
202499,31JUL24,01APR24,31MAR25,710,Adult Mental Health Service,3880,16,3877,3,0,2830,1790,108019,82607,9872,11093,71514,1
202499,31JUL24,01APR24,31MAR25,711,Child and Adolescent Psychiatry Service,80,1,80,0,0,62,25,63023,51086,6033,6974,44112,1
202499,31JUL24,01APR24,31MAR25,712,Forensic Psychiatry Service,174,0,174,0,0,84,11,2115,1789,143,149,1640,1
202499,31JUL24,01APR24,31MAR25,713,Medical Psychotherapy Service,18,16,2,16,16,18,2,5825,4669,465,527,4142,1
202499,31JUL24,01APR24,31MAR25,715,Old Age Psychiatry Service,542,15,541,1,1,399,189,15951,12244,658,2513,9731,1
202499,31JUL24,01APR24,31MAR25,720,Eating Disorders Service,12,0,12,0,0,12,1,3698,3003,236,237,2766,1
202499,31JUL24,01APR24,31MAR25,721,Addiction Service,1,0,1,0,0,1,0,8,5,0,0,5,1
202499,31JUL24,01APR24,31MAR25,722,Liaison Psychiatry Service,17,0,17,0,0,6,3,1463,1324,83,458,866,1
202499,31JUL24,01APR24,31MAR25,723,Psychiatric Intensive Care Service,47,0,47,0,0,29,20,1,1,0,0,1,1
202499,31JUL24,01APR24,31MAR25,724,Perinatal Mental Health Service,17,0,17,0,0,15,5,1745,1251,115,99,1152,1
202499,31JUL24,01APR24,31MAR25,725,Mental Health Recovery and Rehabilitation Service,,,,,,,,562,467,41,1,466,1
202499,31JUL24,01APR24,31MAR25,727,Dementia Assessment Service,,,,,,,,662,471,81,67,404,1
202499,31JUL24,01APR24,31MAR25,730,Neuropsychiatry Service,13,6,11,2,1,13,0,640,431,41,119,312,1
202499,31JUL24,01APR24,31MAR25,800,Clinical Oncology Service,42537,37782,6096,36441,34741,41135,3706,323133,276579,6133,33152,243427,1
202499,31JUL24,01APR24,31MAR25,811,Interventional Radiology Service,9025,8408,1710,7315,6895,7958,63,17236,16085,307,11228,4857,1
202499,31JUL24,01APR24,31MAR25,812,Diagnostic Imaging Service,1241,1151,96,1145,1066,1209,14,725068,682466,14052,351469,330997,1
202499,31JUL24,01APR24,31MAR25,822,Chemical Pathology Service,329,321,5,324,317,328,4,12886,10024,859,5281,4743,1
202499,31JUL24,01APR24,31MAR25,834,Medical Virology Service,8,5,7,1,1,5,4,1808,1124,288,44,1080,1
202499,31JUL24,01APR24,31MAR25,840,Audiology Service,3,2,1,2,2,3,1,184988,160942,7967,71412,89530,1
202499,31JUL24,01APR24,31MAR25,920,Diabetic Education Service,,,,,,,,320,218,50,94,124,1
202499,31JUL24,01APR24,31MAR25,990,Retired but retained for historical purposes,,,,,,,,253,214,12,77,137,1
202499,30JUN24,01APR24,31MAR25,&,Not Known,1114,152,1108,6,6,949,190,54550,37768,5339,3594,33904,1
202499,30JUN24,01APR24,31MAR25,100,General Surgery Service,109649,73620,72256,37393,34750,97824,53029,216420,167482,11396,67655,99822,1
202499,30JUN24,01APR24,31MAR25,101,Urology Service,60962,48088,27705,33257,30040,56369,14113,355604,256647,20217,81117,175530,1
202499,30JUN24,01APR24,31MAR25,102,Transplant Surgery Service,1388,1031,1045,343,297,1057,404,11630,9038,695,1026,8012,1
202499,30JUN24,01APR24,31MAR25,103,Breast Surgery Service,6909,6627,1782,5127,4982,6819,113,166501,132617,6370,64260,68357,1
202499,30JUN24,01APR24,31MAR25,104,Colorectal Surgery Service,29704,25413,9075,20629,19647,27374,3531,124534,94078,6502,43352,50726,1
202499,30JUN24,01APR24,31MAR25,105,Hepatobiliary and Pancreatic Surgery Service,3158,2059,2785,373,326,2208,840,10979,8180,577,2604,5576,1
202499,30JUN24,01APR24,31MAR25,106,Upper Gastrointestinal Surgery Service,8779,6616,4344,4435,4085,7511,1919,26256,19114,1521,8757,10357,1
202499,30JUN24,01APR24,31MAR25,107,Vascular Surgery Service,9420,7410,5871,3549,3151,8058,2494,66304,45986,4369,21881,24105,1
202499,30JUN24,01APR24,31MAR25,108,Spinal Surgery Service,5435,4555,2944,2491,2353,5008,844,40729,30118,2089,11116,19002,1
202499,30JUN24,01APR24,31MAR25,109,Bariatric Surgery Service,298,275,263,35,33,279,8,4866,3184,357,1206,1978,1
202499,30JUN24,01APR24,31MAR25,110,Trauma and Orthopaedic Service,87670,74455,55727,31943,30070,79866,23044,749822,585867,39403,216059,369801,1
202499,30JUN24,01APR24,31MAR25,111,Orthopaedic Service,1306,1170,683,623,581,1260,140,16237,11753,948,3735,8018,1
202499,30JUN24,01APR24,31MAR25,113,Endocrine Surgery Service,70,68,69,1,1,70,0,1377,861,88,283,578,1
202499,30JUN24,01APR24,31MAR25,115,Trauma Surgery Service,503,374,423,80,73,361,253,5487,4561,351,2090,2471,1
202499,30JUN24,01APR24,31MAR25,120,Ear Nose and Throat Service,24462,18654,12375,12087,11269,23453,7682,327776,230549,22062,107955,122592,1
202499,30JUN24,01APR24,31MAR25,130,Ophthalmology Service,84954,81863,2231,82723,79981,84377,1064,1028601,774259,55746,208465,565793,1
202499,30JUN24,01APR24,31MAR25,140,Oral Surgery Service,11862,10655,1744,10118,9480,11576,764,87156,61130,6538,28009,33121,1
202499,30JUN24,01APR24,31MAR25,141,Restorative Dentistry Service,280,231,40,240,227,280,2,39981,28794,2432,4622,24172,1
202499,30JUN24,01APR24,31MAR25,142,Paediatric Dentistry Service,2431,2098,107,2324,2068,2430,2,14011,9539,1324,3354,6185,1
202499,30JUN24,01APR24,31MAR25,143,Orthodontic Service,40,33,7,33,31,37,4,68758,50206,4108,4288,45917,1
202499,30JUN24,01APR24,31MAR25,144,Maxillofacial Surgery Service,7735,6659,2524,5211,4827,7432,1390,60466,41442,4144,16813,24629,1
202499,30JUN24,01APR24,31MAR25,145,Oral and Maxillofacial Surgery Service,2201,1886,661,1540,1405,2129,354,16293,10667,1144,4754,5912,1
202499,30JUN24,01APR24,31MAR25,150,Neurosurgical Service,7241,5902,6000,1241,1107,5929,1968,48544,34509,2675,11827,22682,1
202499,30JUN24,01APR24,31MAR25,160,Plastic Surgery Service,21071,18752,5871,15200,14178,20508,3589,114130,85786,5879,28348,57438,1
202499,30JUN24,01APR24,31MAR25,161,Burns Care Service,349,234,318,31,29,306,220,5569,4462,342,1218,3244,1
202499,30JUN24,01APR24,31MAR25,170,Cardiothoracic Surgery Service,406,307,397,9,7,256,83,3380,2699,137,1271,1428,1
202499,30JUN24,01APR24,31MAR25,171,Paediatric Surgery Service,4230,3328,2311,1919,1743,3923,1275,19277,13651,1400,6167,7484,1
202499,30JUN24,01APR24,31MAR25,172,Cardiac Surgery Service,2910,2374,2882,28,20,2020,319,9464,7243,412,2196,5047,1
202499,30JUN24,01APR24,31MAR25,173,Thoracic Surgery Service,2773,2323,2631,142,118,2448,384,8860,6971,300,2073,4898,1
202499,30JUN24,01APR24,31MAR25,174,Cardiothoracic Transplantation Service,203,172,173,30,26,171,38,2046,1667,143,143,1524,1
202499,30JUN24,01APR24,31MAR25,180,Emergency Medicine Service,56435,12673,56224,211,110,55635,55378,16796,14803,1137,11837,2966,1
202499,30JUN24,01APR24,31MAR25,190,Anaesthetic Service,1785,1271,542,1243,880,1529,239,128413,104836,5280,41978,62858,1
202499,30JUN24,01APR24,31MAR25,191,Pain Management Service,11534,11136,232,11302,10925,11364,39,83160,60200,5924,18150,42049,1
202499,30JUN24,01APR24,31MAR25,192,Intensive Care Medicine Service,3684,2433,3678,6,4,1200,1086,2104,1584,176,665,919,1
202499,30JUN24,01APR24,31MAR25,199,"Non-UK Provider; specialty function not known, tre",7,7,0,7,7,7,0,37,0,14,0,0,1
202499,30JUN24,01APR24,31MAR25,211,Paediatric Urology Service,1707,1529,380,1327,1203,1682,90,10120,6716,851,2389,4327,1
202499,30JUN24,01APR24,31MAR25,212,Paediatric Transplantation Surgery Service,33,28,23,10,8,32,7,90,66,4,3,63,1
202499,30JUN24,01APR24,31MAR25,213,Paediatric Gastrointestinal Surgery Service,4,2,3,1,1,3,2,17,11,2,9,2,1
202499,30JUN24,01APR24,31MAR25,214,Paediatric Trauma and Orthopaedic Service,2297,1974,1423,874,769,2200,678,43501,31920,2919,13651,18269,1
202499,30JUN24,01APR24,31MAR25,215,Paediatric Ear Nose and Throat Service,3478,3073,1149,2329,2210,3390,366,26013,16725,2144,8300,8425,1
202499,30JUN24,01APR24,31MAR25,216,Paediatric Ophthalmology Service,733,708,81,652,637,728,18,49869,34036,5101,10327,23709,1
202499,30JUN24,01APR24,31MAR25,217,Paediatric Oral and Maxillofacial Surgery Service,454,413,220,234,217,448,151,2471,1703,207,771,932,1
202499,30JUN24,01APR24,31MAR25,218,Paediatric Neurosurgery Service,745,615,518,227,202,634,169,3263,2468,219,640,1828,1
202499,30JUN24,01APR24,31MAR25,219,Paediatric Plastic Surgery Service,1765,1593,777,988,911,1746,536,10661,8477,709,3392,5085,1
202499,30JUN24,01APR24,31MAR25,220,Paediatric Burns Care Service,329,263,269,60,51,302,176,3852,3212,193,672,2540,1
202499,30JUN24,01APR24,31MAR25,221,Paediatric Cardiac Surgery Service,284,243,279,5,4,174,6,204,165,6,84,81,1
202499,30JUN24,01APR24,31MAR25,222,Paediatric Thoracic Surgery Service,14,13,13,1,1,13,0,30,25,5,16,9,1
202499,30JUN24,01APR24,31MAR25,223,Paediatric Epilepsy Service,75,42,56,19,13,56,18,7675,5516,515,1125,4391,1
202499,30JUN24,01APR24,31MAR25,240,Paediatric Palliative Medicine Service,,,,,,,,378,359,6,24,335,1
202499,30JUN24,01APR24,31MAR25,241,Paediatric Pain Management Service,65,65,0,65,65,65,0,429,329,22,70,259,1
202499,30JUN24,01APR24,31MAR25,242,Paediatric Intensive Care Service,737,573,736,1,0,290,224,899,877,21,15,862,1
202499,30JUN24,01APR24,31MAR25,250,Paediatric Hepatology Service,76,64,28,48,41,71,3,32,32,0,0,32,1
202499,30JUN24,01APR24,31MAR25,251,Paediatric Gastroenterology Service,3078,2774,550,2528,2441,2946,172,15197,10035,973,2439,7596,1
202499,30JUN24,01APR24,31MAR25,252,Paediatric Endocrinology Service,918,824,148,770,731,899,31,12317,8294,870,1859,6432,1
202499,30JUN24,01APR24,31MAR25,253,Paediatric Clinical Haematology Service,2742,2327,677,2065,1961,2634,303,9715,7093,1052,756,6337,1
202499,30JUN24,01APR24,31MAR25,254,Paediatric Audio Vestibular Medicine Service,32,30,2,30,28,32,0,11248,8083,857,3857,4226,1
202499,30JUN24,01APR24,31MAR25,255,Paediatric Clinical Immunology and Allergy Service,1258,1107,62,1196,1077,1255,31,12759,8482,890,3193,5289,1
202499,30JUN24,01APR24,31MAR25,256,Paediatric Infectious Diseases Service,223,89,158,65,44,127,53,1306,768,187,320,448,1
202499,30JUN24,01APR24,31MAR25,257,Paediatric Dermatology Service,369,274,20,349,264,364,4,20538,13559,1795,4931,8628,1
202499,30JUN24,01APR24,31MAR25,258,Paediatric Respiratory Medicine Service,1746,1236,1366,380,340,1522,307,19249,13283,1656,3682,9601,1
202499,30JUN24,01APR24,31MAR25,259,Paediatric Nephrology Service,1182,1008,445,737,663,1126,98,7397,5468,430,798,4670,1
202499,30JUN24,01APR24,31MAR25,260,Paediatric Medical Oncology Service,3792,3163,1150,2642,2407,3709,492,9086,7474,245,599,6875,1
202499,30JUN24,01APR24,31MAR25,261,Paediatric Inherited Metabolic Medicine Service,256,208,49,207,182,246,19,1803,1235,97,149,1086,1
202499,30JUN24,01APR24,31MAR25,262,Paediatric Rheumatology Service,929,843,70,859,789,918,10,6100,4299,334,857,3439,1
202499,30JUN24,01APR24,31MAR25,263,Paediatric Diabetes Service,87,17,75,12,9,64,38,16186,11514,1036,456,11058,1
202499,30JUN24,01APR24,31MAR25,264,Paediatric Cystic Fibrosis Service,64,43,43,21,16,59,8,1768,1329,82,41,1288,1
202499,30JUN24,01APR24,31MAR25,270,Paediatric Emergency Medicine Service,32,13,31,1,1,29,27,6,2,4,0,2,1
202499,30JUN24,01APR24,31MAR25,280,Paediatric Interventional Radiology Service,41,35,8,33,29,37,0,362,305,4,19,286,1
202499,30JUN24,01APR24,31MAR25,290,Community Paediatric Service,63,43,21,42,38,63,17,51038,42098,2974,9885,32213,1
202499,30JUN24,01APR24,31MAR25,291,Paediatric Neurodisability Service,41,40,11,30,30,39,1,10298,7675,546,1956,5719,1
202499,30JUN24,01APR24,31MAR25,300,General Internal Medicine Service,303550,91472,282113,21437,16573,209693,185542,122411,101180,6048,44248,56932,1
202499,30JUN24,01APR24,31MAR25,301,Gastroenterology Service,145156,126175,25476,119680,114630,125143,3382,254540,186044,16985,75853,110191,1
202499,30JUN24,01APR24,31MAR25,302,Endocrinology Service,14267,6435,10395,3872,3621,6617,2586,105333,71966,7969,20409,51556,1
202499,30JUN24,01APR24,31MAR25,303,Clinical Haematology Service,60844,55229,8033,52811,50670,58257,3065,243398,188845,10591,22562,166279,1
202499,30JUN24,01APR24,31MAR25,304,Clinical Physiology Service,13,10,6,7,7,10,3,70893,58530,3259,39194,19336,1
202499,30JUN24,01APR24,31MAR25,305,Clinical Pharmacology Service,309,168,254,55,50,158,64,1548,907,158,361,546,1
202499,30JUN24,01APR24,31MAR25,306,Hepatology Service,3993,2540,2345,1648,1461,2337,305,59374,41470,5878,11125,30345,1
202499,30JUN24,01APR24,31MAR25,307,Diabetes Service,6694,2475,5751,943,837,2968,2002,143587,104868,13502,19130,85738,1
202499,30JUN24,01APR24,31MAR25,308,Blood and Marrow Transplantation Service,609,491,273,336,304,548,53,3977,2982,139,214,2768,1
202499,30JUN24,01APR24,31MAR25,309,Haemophilia Service,246,225,33,213,207,243,24,5268,3832,468,547,3285,1
202499,30JUN24,01APR24,31MAR25,310,Audio Vestibular Medicine Service,1,0,0,1,0,1,0,41957,30868,2008,10887,19981,1
202499,30JUN24,01APR24,31MAR25,311,Clinical Genetics Service,3,0,3,0,0,2,1,15279,12496,845,8051,4445,1
202499,30JUN24,01APR24,31MAR25,313,Clinical Immunology and Allergy Service,781,746,4,777,742,780,0,5888,4269,485,1487,2782,1
202499,30JUN24,01APR24,31MAR25,314,Rehabilitation Medicine Service,4628,2541,4459,169,61,2368,334,33398,26729,1522,5055,21674,1
202499,30JUN24,01APR24,31MAR25,315,Palliative Medicine Service,1023,188,1005,18,13,456,238,15885,13806,431,2362,11444,1
202499,30JUN24,01APR24,31MAR25,316,Clinical Immunology Service,1006,989,7,999,985,1003,2,4441,3119,294,780,2339,1
202499,30JUN24,01APR24,31MAR25,317,Allergy Service,1041,1003,9,1032,995,1041,5,11118,7067,912,3158,3909,1
202499,30JUN24,01APR24,31MAR25,318,Intermediate Care Service,1680,630,1680,0,0,894,63,77459,76876,419,10960,65916,1
202499,30JUN24,01APR24,31MAR25,319,Respite Care Service,244,4,244,0,0,244,0,1,0,1,0,0,1
202499,30JUN24,01APR24,31MAR25,320,Cardiology Service,59558,38799,41276,18282,17077,34227,11347,467309,356025,27915,168404,187605,1
202499,30JUN24,01APR24,31MAR25,321,Paediatric Cardiology Service,1109,943,668,441,407,877,127,22250,16711,1472,5560,11151,1
202499,30JUN24,01APR24,31MAR25,322,Clinical Microbiology Service,22,14,12,10,5,21,11,1955,1451,124,1355,96,1
202499,30JUN24,01APR24,31MAR25,323,Spinal Injuries Service,270,229,224,46,40,201,13,2929,2159,125,310,1849,1
202499,30JUN24,01APR24,31MAR25,324,Anticoagulant Service,7,5,2,5,5,6,1,63621,54746,3796,5632,49114,1
202499,30JUN24,01APR24,31MAR25,325,Sport and Exercise Medicine Service,1416,326,1404,12,1,1071,1050,2285,1366,162,536,810,1
202499,30JUN24,01APR24,31MAR25,326,Acute Internal Medicine Service,30569,8802,29472,1097,666,23357,22045,6182,5698,151,4155,1543,1
202499,30JUN24,01APR24,31MAR25,327,Cardiac Rehabilitation Service,1,1,1,0,0,0,0,18941,14874,1196,2487,12387,1
202499,30JUN24,01APR24,31MAR25,328,Stroke Medicine Service,14828,8276,14777,51,43,7175,6708,16470,12222,1051,5093,7129,1
202499,30JUN24,01APR24,31MAR25,329,Transient Ischaemic Attack Service,300,210,209,91,70,280,178,10657,9230,450,7530,1700,1
202499,30JUN24,01APR24,31MAR25,330,Dermatology Service,18106,17165,252,17854,16998,18059,37,449736,336364,23011,132502,203840,1
202499,30JUN24,01APR24,31MAR25,331,Congenital Heart Disease Service,102,88,60,42,41,88,9,6694,4417,676,949,3468,1
202499,30JUN24,01APR24,31MAR25,335,Inherited Metabolic Medicine Service,15,9,1,14,8,15,1,718,503,57,25,478,1
202499,30JUN24,01APR24,31MAR25,340,Respiratory Medicine Service,50049,19552,42583,7466,6363,18869,10367,280914,200962,22453,73123,127839,1
202499,30JUN24,01APR24,31MAR25,341,Respiratory Physiology Service,1075,659,554,521,158,1057,12,75977,56909,6080,24518,32391,1
202499,30JUN24,01APR24,31MAR25,342,Pulmonary Rehabilitation Service,,,,,,,,5881,4621,326,744,3877,1
202499,30JUN24,01APR24,31MAR25,343,Adult Cystic Fibrosis Service,314,127,182,132,67,234,53,2363,1581,275,44,1537,1
202499,30JUN24,01APR24,31MAR25,344,Complex Specialised Rehabilitation Service,24,18,24,0,0,9,4,224,175,18,43,132,1
202499,30JUN24,01APR24,31MAR25,345,Specialist Rehabilitation Service,58,46,17,41,31,49,0,3272,2346,278,239,2107,1
202499,30JUN24,01APR24,31MAR25,346,Local Specialist Rehabilitation Service,7,5,7,0,0,0,0,383,320,10,23,297,1
202499,30JUN24,01APR24,31MAR25,347,Sleep Medicine Service,478,396,336,142,65,478,0,13741,10663,1286,3042,7621,1
202499,30JUN24,01APR24,31MAR25,348,Post-COVID-19 Syndrome Service,5,3,4,1,1,3,2,1898,1372,140,254,1118,1
202499,30JUN24,01APR24,31MAR25,350,Infectious Diseases Service,4250,1857,3113,1137,804,1919,738,27464,20076,3165,4176,15900,1
